claimid,claim,doi,link,abstitle,abssentid,abssent,labels,
23,"In 2021, Guinness World Records named paint developed by researchers at Purdue University the world's whitest.",10.1021/acsami.1c02368,https://www.snopes.com/fact-check/whitest-paint-guinness-record/,Ultrawhite BaSO4 Paints and Films for Remarkable Daytime Subambient Radiative Cooling,3,"Attempts have been made to achieve passive daytime radiative cooling with single-layer paints, but they often require a thick coating or show partial daytime cooling.",N, 
23,"In 2021, Guinness World Records named paint developed by researchers at Purdue University the world's whitest.",10.1021/acsami.1c02368,https://www.snopes.com/fact-check/whitest-paint-guinness-record/,Ultrawhite BaSO4 Paints and Films for Remarkable Daytime Subambient Radiative Cooling,4,"In this work, we experimentally demonstrate remarkable full-daytime subambient cooling performance with both BaSO4 nanoparticle films and BaSO4 nanocomposite paints.",N, 
23,"In 2021, Guinness World Records named paint developed by researchers at Purdue University the world's whitest.",10.1021/acsami.1c02368,https://www.snopes.com/fact-check/whitest-paint-guinness-record/,Ultrawhite BaSO4 Paints and Films for Remarkable Daytime Subambient Radiative Cooling,5,BaSO4 has a high electron band gap for low solar absorptance and phonon resonance at 9 μm for high sky window emissivity.,N, 
23,"In 2021, Guinness World Records named paint developed by researchers at Purdue University the world's whitest.",10.1021/acsami.1c02368,https://www.snopes.com/fact-check/whitest-paint-guinness-record/,Ultrawhite BaSO4 Paints and Films for Remarkable Daytime Subambient Radiative Cooling,6,"With an appropriate particle size and a broad particle size distribution, the BaSO4 nanoparticle film reaches an ultrahigh solar reflectance of 97.6% and a high sky window emissivity of 0.96.",N, 
23,"In 2021, Guinness World Records named paint developed by researchers at Purdue University the world's whitest.",10.1021/acsami.1c02368,https://www.snopes.com/fact-check/whitest-paint-guinness-record/,Ultrawhite BaSO4 Paints and Films for Remarkable Daytime Subambient Radiative Cooling,7,"During field tests, the BaSO4 film stays more than 4.5 °C below ambient temperature or achieves an average cooling power of 117 W/m2.",N, 
23,"In 2021, Guinness World Records named paint developed by researchers at Purdue University the world's whitest.",10.1021/acsami.1c02368,https://www.snopes.com/fact-check/whitest-paint-guinness-record/,Ultrawhite BaSO4 Paints and Films for Remarkable Daytime Subambient Radiative Cooling,8,"The BaSO4-acrylic paint is developed with a 60% volume concentration to enhance the reliability in outdoor applications, achieving a solar reflectance of 98.1% and a sky window emissivity of 0.95.",S, 
23,"In 2021, Guinness World Records named paint developed by researchers at Purdue University the world's whitest.",10.1021/acsami.1c02368,https://www.snopes.com/fact-check/whitest-paint-guinness-record/,Ultrawhite BaSO4 Paints and Films for Remarkable Daytime Subambient Radiative Cooling,9,Field tests indicate similar cooling performance to the BaSO4 films.,N, 
23,"In 2021, Guinness World Records named paint developed by researchers at Purdue University the world's whitest.",10.1021/acsami.1c02368,https://www.snopes.com/fact-check/whitest-paint-guinness-record/,Ultrawhite BaSO4 Paints and Films for Remarkable Daytime Subambient Radiative Cooling,10,"Overall, our BaSO4-acrylic paint shows a standard figure of merit of 0.77, which is among the highest of radiative cooling solutions while providing great reliability, convenient paint form, ease of use, and compatibility with the commercial paint fabrication process.",S, 
24,A video filmed at the microscopic level shows a nanobot as it “picks up a lazy sperm by the tail and inseminates an egg with it.”,10.1021/acs.nanolett.5b04221,https://www.snopes.com/fact-check/nanobot-inseminate-egg-sperm/,Cellular Cargo Delivery: Toward Assisted Fertilization by Sperm-Carrying Micromotors,1,"We present artificially motorized sperm cells—a novel type of hybrid micromotor, where customized microhelices serve as motors for transporting sperm cells with motion deficiencies to help them carry out their natural function.",N, 
24,A video filmed at the microscopic level shows a nanobot as it “picks up a lazy sperm by the tail and inseminates an egg with it.”,10.1021/acs.nanolett.5b04221,https://www.snopes.com/fact-check/nanobot-inseminate-egg-sperm/,Cellular Cargo Delivery: Toward Assisted Fertilization by Sperm-Carrying Micromotors,2,"Our results indicate that metal-coated polymer microhelices are suitable for this task due to potent, controllable, and nonharmful 3D motion behavior.",S, 
24,A video filmed at the microscopic level shows a nanobot as it “picks up a lazy sperm by the tail and inseminates an egg with it.”,10.1021/acs.nanolett.5b04221,https://www.snopes.com/fact-check/nanobot-inseminate-egg-sperm/,Cellular Cargo Delivery: Toward Assisted Fertilization by Sperm-Carrying Micromotors,3,"We manage to capture, transport, and release single immotile live sperm cells in fluidic channels that allow mimicking physiological conditions.",S, 
24,A video filmed at the microscopic level shows a nanobot as it “picks up a lazy sperm by the tail and inseminates an egg with it.”,10.1021/acs.nanolett.5b04221,https://www.snopes.com/fact-check/nanobot-inseminate-egg-sperm/,Cellular Cargo Delivery: Toward Assisted Fertilization by Sperm-Carrying Micromotors,4,Important steps toward fertilization are addressed by employing proper means of sperm selection and oocyte culturing.,S, 
24,A video filmed at the microscopic level shows a nanobot as it “picks up a lazy sperm by the tail and inseminates an egg with it.”,10.1021/acs.nanolett.5b04221,https://www.snopes.com/fact-check/nanobot-inseminate-egg-sperm/,Cellular Cargo Delivery: Toward Assisted Fertilization by Sperm-Carrying Micromotors,5,"Despite the fact that there still remain some challenges on the way to achieve successful fertilization with artificially motorized sperms, we believe that the potential of this novel approach toward assisted reproduction can be already put into perspective with the present work.",N, 
25,"An inaudible sonic weapon adequately explains the ""Havana Syndrome,"" a range of symptoms experienced by diplomats suffering from “health attacks” in Cuba.",10.1080/10803548.2013.11076978,https://www.snopes.com/fact-check/do-sonic-weapons-explain-the-health-diplomats-cuba/,Effects of Ultrasonic Noise on the Human Body—A Bibliographic Review,1,Industrial noise in the working environment has adverse effects on human hearing; literature and private studies confirm that.,N, 
25,"An inaudible sonic weapon adequately explains the ""Havana Syndrome,"" a range of symptoms experienced by diplomats suffering from “health attacks” in Cuba.",10.1080/10803548.2013.11076978,https://www.snopes.com/fact-check/do-sonic-weapons-explain-the-health-diplomats-cuba/,Effects of Ultrasonic Noise on the Human Body—A Bibliographic Review,2,"It has been determined that significant changes in the hearing threshold level occur in the high frequency audiometry, i.e., in the 8–20 kHz frequency range.",N, 
25,"An inaudible sonic weapon adequately explains the ""Havana Syndrome,"" a range of symptoms experienced by diplomats suffering from “health attacks” in Cuba.",10.1080/10803548.2013.11076978,https://www.snopes.com/fact-check/do-sonic-weapons-explain-the-health-diplomats-cuba/,Effects of Ultrasonic Noise on the Human Body—A Bibliographic Review,3,"Therefore, it is important to determine the effect of ultrasonic noise (10–40 kHz) on the human body in the working environment.",N, 
25,"An inaudible sonic weapon adequately explains the ""Havana Syndrome,"" a range of symptoms experienced by diplomats suffering from “health attacks” in Cuba.",10.1080/10803548.2013.11076978,https://www.snopes.com/fact-check/do-sonic-weapons-explain-the-health-diplomats-cuba/,Effects of Ultrasonic Noise on the Human Body—A Bibliographic Review,4,"This review describes hearing and nonhearing effects (thermal effects, subjective symptoms and functional changes) of the exposure to noise emitted by ultrasound devices.",N, 
25,"An inaudible sonic weapon adequately explains the ""Havana Syndrome,"" a range of symptoms experienced by diplomats suffering from “health attacks” in Cuba.",10.1080/10803548.2013.11076978,https://www.snopes.com/fact-check/do-sonic-weapons-explain-the-health-diplomats-cuba/,Effects of Ultrasonic Noise on the Human Body—A Bibliographic Review,5,Many countries have standard health exposure limits to prevent effects of the exposure to ultrasonic noise in the working environment.,N, 
26,A 2007 study showed burning sage kills 94% of bacteria.,10.4103/indianjotol.INDIANJOTOL_143_16,https://www.snopes.com/fact-check/burning-sage-kill-bacteria/,Effect of smoke from medicinal herbs on the nosocomial infections in ENT outpatient department,1,"Introduction: From time immemorial, human beings have used smoke of medicinal plants for curing disorders.",N, 
26,A 2007 study showed burning sage kills 94% of bacteria.,10.4103/indianjotol.INDIANJOTOL_143_16,https://www.snopes.com/fact-check/burning-sage-kill-bacteria/,Effect of smoke from medicinal herbs on the nosocomial infections in ENT outpatient department,2,"Smoke produced from natural substances has been used extensively in many cultures, and famous ancient physicians have described and recommended such use.",N, 
26,A 2007 study showed burning sage kills 94% of bacteria.,10.4103/indianjotol.INDIANJOTOL_143_16,https://www.snopes.com/fact-check/burning-sage-kill-bacteria/,Effect of smoke from medicinal herbs on the nosocomial infections in ENT outpatient department,3,Aim and Objective: To reduce the nosocomial infections at the ENT outpatient department.,S, 
26,A 2007 study showed burning sage kills 94% of bacteria.,10.4103/indianjotol.INDIANJOTOL_143_16,https://www.snopes.com/fact-check/burning-sage-kill-bacteria/,Effect of smoke from medicinal herbs on the nosocomial infections in ENT outpatient department,4,Materials and Methods: Air sampling is done by set plate method.,S, 
